Training,TRA,TRT,TRS,TRR,TRC,TRB,TRL,TRD
0.059079,0.88172,0.06744,0.95652,0.71429,1.00000,0.73171,0.02263,0.07292
0.005452,0.81720,0.57442,0.82609,0.80357,0.83582,0.85366,0.00179,0.10417
0.101418,0.60215,0.14186,0.59783,0.83929,0.50746,0.80488,0.15512,0.41667
0.034571,0.58065,0.17442,0.58696,0.71429,0.67164,0.63415,0.03899,0.02083
0.049486,0.83871,0.04884,0.83696,0.35714,0.83582,0.29268,0.04575,0.03125
0.087428,0.93548,0.28605,0.97826,0.71429,0.67164,0.73171,0.00036,0.04167
0.037144,0.86022,0.25581,0.94565,0.35714,0.83582,0.29268,0.01921,0.01042
0.022008,0.89247,0.15349,0.96739,0.71429,0.67164,0.73171,0.00594,0.01042
0.041594,0.89247,0.18605,0.95652,0.83929,1.00000,0.70732,0.00932,0.05208
0.799569,0.89247,0.03721,0.89130,0.71429,0.67164,0.73171,0.00533,0.07292
0.029099,0.94624,0.26047,0.98913,0.35714,1.00000,0.41463,0.01776,0.91667
0.031094,0.82796,0.12326,0.82609,0.35714,0.83582,0.29268,0.04624,0.01042
0.018071,0.07527,0.14419,0.06522,0.48214,0.67164,0.36585,0.03099,0.07292
0.031397,0.84946,0.19767,0.84783,0.71429,0.67164,0.73171,0.00155,0.09375
0.052214,1.00000,0.02326,1.00000,0.60714,1.00000,0.68293,0.02148,0.04167
0.059045,0.84946,0.02558,0.84783,0.35714,0.83582,0.29268,0.04824,0.03125
0.019426,0.51613,0.18372,0.52174,0.48214,0.50746,0.60976,0.00486,0.90625
0.072638,0.76344,0.17674,0.77174,0.71429,0.83582,0.63415,0.00179,0.09375
0.029950,0.60215,0.22326,0.59783,0.83929,1.00000,0.80488,0.05134,0.11458
0.131012,0.16129,0.07209,0.15217,0.00000,0.83582,0.12195,0.01046,0.02083
0.046387,0.83871,0.10000,0.84783,0.35714,0.83582,0.29268,0.03928,0.09375
0.078342,0.52688,0.13953,0.52174,0.44643,0.67164,0.63415,0.00466,0.09375
0.024027,0.84946,0.53953,0.94565,0.83929,1.00000,0.80488,0.00084,0.97917
0.029075,0.81720,0.70930,0.82609,0.83929,0.67164,0.70732,0.04481,0.06250
0.051528,0.89247,0.28372,0.96739,0.71429,1.00000,0.73171,0.00581,0.39583
0.016008,0.50538,0.20233,0.50000,0.48214,0.83582,0.48780,0.00452,0.61458
0.048010,0.83871,0.08140,0.84783,0.35714,0.83582,0.29268,0.04229,0.02083
0.017633,0.83871,0.17209,0.94565,0.71429,0.67164,0.73171,0.00514,0.09375
0.025138,0.29032,0.04419,0.29348,0.60714,0.50746,0.68293,0.01022,0.11458
0.059059,0.91398,0.08140,0.96739,0.71429,0.67164,0.73171,0.00609,0.33333
0.025267,0.92473,0.30233,0.97826,0.71429,0.67164,0.63415,0.01101,0.96875
0.030565,0.66667,0.22791,0.67391,0.71429,0.50746,0.73171,0.02480,0.89583
0.084803,0.81720,0.35349,0.82609,0.89286,0.83582,0.90244,0.00084,0.09375
0.040406,0.59140,0.10930,0.59783,0.80357,0.83582,0.85366,0.00251,0.07292
0.045228,0.81720,0.44884,0.82609,0.89286,0.83582,0.90244,0.00418,0.31250
0.040223,0.61290,0.05581,0.60870,0.83929,0.50746,0.70732,0.02286,0.90625
0.001139,0.61290,0.13953,0.60870,0.60714,0.83582,0.43902,0.00073,0.39583
0.030848,0.83871,0.22326,0.94565,0.35714,1.00000,0.53659,0.01974,0.34375
0.043310,0.76344,0.19535,0.76087,0.71429,0.67164,0.73171,0.07719,0.36458
0.058877,0.84946,0.03721,0.94565,0.71429,1.00000,0.73171,0.00428,0.37500
0.015143,0.81720,0.87442,0.82609,0.71429,0.67164,0.51220,0.00036,0.02083
0.000808,0.96774,1.00000,0.98913,0.71429,1.00000,0.73171,0.00036,0.04167
0.025804,0.98925,0.11395,1.00000,0.71429,1.00000,0.73171,0.00189,0.89583
0.135785,0.84946,0.08372,0.84783,0.60714,0.67164,0.68293,0.01685,0.03125
0.018794,0.94624,0.30233,0.98913,0.60714,0.67164,0.68293,0.00999,0.93750
0.067529,0.12903,0.02326,0.13043,0.16071,0.67164,0.43902,0.02907,0.06250
0.030287,0.62366,0.23256,0.63043,0.60714,0.83582,0.29268,0.03405,0.08333
0.308942,0.70968,0.00233,0.71739,0.35714,0.83582,0.29268,0.18941,0.02083
0.009086,0.81720,0.56279,0.82609,0.71429,0.67164,0.73171,0.00227,0.05208
0.050074,0.83871,0.09535,0.94565,0.71429,0.67164,0.73171,0.04576,0.38542
0.067115,0.58065,0.15814,0.57609,0.71429,0.83582,0.51220,0.01403,0.02083
0.015143,0.81720,0.63256,0.82609,0.71429,1.00000,0.73171,0.00227,0.04167
0.753398,0.60215,0.03023,0.59783,0.89286,0.25373,0.90244,0.95149,0.57292
0.016759,0.81720,0.44651,0.82609,0.71429,0.83582,0.73171,0.00657,0.59375
0.027662,0.81720,0.44651,0.82609,0.71429,0.83582,0.51220,0.00179,0.10417
0.023240,0.64516,0.08605,0.65217,0.71429,0.83582,0.73171,0.00146,0.32292
0.010701,0.81720,0.50465,0.82609,0.80357,0.83582,0.85366,0.00131,0.60417
0.076044,0.98925,0.20465,1.00000,0.83929,0.83582,0.70732,0.00084,0.06250
0.020066,0.67742,0.10930,0.67391,0.71429,0.83582,0.73171,0.00269,0.03125
0.020983,0.93548,0.29070,0.94565,0.71429,0.83582,0.19512,0.02051,0.10417
0.016557,0.91398,0.32326,0.96739,0.71429,0.67164,0.63415,0.02007,0.91667
0.026652,0.95699,0.28140,0.95652,0.30357,0.83582,0.29268,0.00458,0.10417
0.017970,0.81720,0.29302,0.82609,0.71429,0.67164,0.73171,0.00801,0.64583
0.046440,0.60215,0.07674,0.60870,0.48214,0.83582,0.36585,0.00721,0.09375
0.034123,0.87097,0.51860,0.95652,0.83929,1.00000,0.80488,0.01183,0.32292
0.006907,0.68817,0.24651,0.68478,0.60714,1.00000,0.56098,0.00275,0.07292
0.035536,0.87097,0.06047,0.95652,0.48214,1.00000,0.48780,0.02091,0.30208
0.041777,0.83871,0.16279,0.84783,0.35714,0.83582,0.29268,0.02756,0.00000
0.027662,0.81720,0.34419,0.82609,0.71429,1.00000,0.51220,0.00131,0.37500
0.013831,0.52688,0.21628,0.52174,0.89286,0.83582,0.90244,0.01577,0.01042
0.013377,0.96774,0.02558,0.98913,0.83929,0.67164,0.80488,0.01852,0.91667
0.035571,0.98925,0.02558,1.00000,0.48214,1.00000,0.60976,0.02107,0.57292
0.119077,0.63441,0.09767,0.64130,0.71429,0.67164,0.73171,0.23061,0.03125
0.064561,0.52688,0.17209,0.52174,0.89286,0.83582,0.90244,0.00406,0.36458
0.034981,0.76344,0.20233,0.76087,0.60714,0.83582,0.43902,0.02605,0.07292
0.030198,0.95699,0.20233,0.98913,0.48214,0.67164,0.36585,0.01640,0.92708
0.053256,0.90323,0.18837,0.91304,0.60714,1.00000,0.43902,0.02209,0.06250
0.021605,0.81720,0.58605,0.82609,0.89286,0.83582,0.90244,0.00179,0.09375
0.041049,0.52688,0.02791,0.53261,0.48214,0.67164,0.60976,0.00394,0.08333
0.209443,0.07527,0.06977,0.06522,0.48214,0.67164,0.36585,0.00214,0.08333
0.014740,0.81720,0.63953,0.82609,0.89286,0.83582,0.90244,0.00466,0.68750
0.042199,0.94624,0.36512,0.97826,0.60714,1.00000,0.70732,0.01350,0.02083
0.003877,0.96774,0.52093,0.98913,0.60714,0.67164,0.43902,0.00323,0.80208
0.055172,0.16129,0.06279,0.15217,0.16071,0.67164,0.48780,0.09275,0.04167
0.027965,0.89247,0.17442,0.96739,0.83929,1.00000,0.70732,0.01852,0.10417
0.029142,0.88172,0.20465,0.95652,0.71429,0.67164,0.73171,0.00577,0.02083
0.821036,0.81720,0.01628,0.81522,0.60714,0.83582,0.43902,0.00472,0.10417
0.014336,0.92473,0.69535,0.97826,0.71429,0.50746,0.73171,0.00084,0.07292
0.034503,0.91398,0.14651,0.92391,0.00000,0.67164,0.12195,0.00450,0.02083
0.020958,0.89247,0.12791,0.90217,0.48214,0.83582,0.36585,0.00629,0.63542
0.034204,0.84946,0.35814,0.94565,0.44643,1.00000,0.51220,0.00256,0.33333
0.005654,0.81720,0.61163,0.82609,0.80357,0.83582,0.85366,0.00179,0.04167
0.008817,0.33333,0.05116,0.32609,0.83929,0.83582,0.58537,0.00163,0.63542
0.168620,0.88172,0.12791,0.95652,0.71429,0.67164,0.63415,0.00262,0.89583
0.009490,0.93548,0.50000,0.97826,0.30357,0.83582,0.56098,0.00036,0.03125
0.051003,0.93548,0.02326,0.97826,0.44643,1.00000,0.51220,0.00313,0.36458
0.223920,0.29032,0.03721,0.29348,0.60714,0.67164,0.68293,0.50395,0.11458
0.036061,0.88172,0.03256,0.95652,0.71429,1.00000,0.73171,0.00552,0.38542
0.020696,0.41935,0.14186,0.41304,0.71429,0.83582,0.73171,0.00370,0.67708
0.034083,0.89247,0.02791,0.96739,0.44643,1.00000,0.51220,0.00390,0.32292
0.033719,0.97849,0.29302,0.98913,0.83929,0.83582,0.26829,0.00084,0.34375
0.045295,0.94624,0.23256,0.97826,0.83929,0.83582,0.26829,0.04799,0.92708
0.120995,0.52688,0.10930,0.52174,0.60714,0.67164,0.43902,0.00084,0.09375
0.453442,0.76344,0.05349,0.77174,0.71429,0.67164,0.63415,0.00119,0.10417
0.062469,0.83871,0.05814,0.84783,0.35714,0.83582,0.29268,0.05268,0.01042
0.034285,0.88172,0.05581,0.95652,0.71429,1.00000,0.73171,0.00284,0.32292
0.036506,0.87097,0.03256,0.95652,0.71429,1.00000,0.73171,0.00437,0.35417
0.019450,0.94624,0.18372,0.97826,0.71429,0.67164,0.73171,0.00466,0.09375
0.068910,0.95699,0.22093,0.98913,0.83929,0.67164,0.70732,0.00398,0.93750
0.052901,0.89247,0.34419,0.95652,0.71429,1.00000,0.63415,0.05222,0.08333
0.081382,0.90323,0.16047,0.96739,0.48214,0.83582,0.36585,0.08701,0.03125
0.030085,0.92473,0.12558,0.97826,0.71429,0.67164,0.63415,0.00052,0.93750
0.037192,0.91398,0.32791,0.96739,0.71429,1.00000,0.73171,0.00428,0.38542
0.022551,0.94624,0.33256,0.94565,0.60714,1.00000,0.56098,0.00271,0.65625
0.037111,0.92473,0.03721,0.97826,0.71429,1.00000,0.73171,0.00370,0.41667
0.064682,0.91398,0.16744,0.96739,0.48214,0.67164,0.48780,0.00088,0.93750
0.016759,0.98925,0.16977,1.00000,0.71429,0.67164,0.73171,0.00482,0.07292
0.100027,0.47312,0.11163,0.46739,0.60714,0.67164,0.68293,0.00514,0.01042
0.002423,0.69892,0.50000,0.69565,0.80357,0.83582,0.85366,0.00108,0.02083
0.098280,0.93548,0.15814,0.94565,0.71429,1.00000,0.63415,0.03071,0.96875
0.040019,0.93548,0.02558,0.97826,0.44643,1.00000,0.51220,0.00370,0.41667
0.013831,0.84946,0.41395,0.84783,0.71429,0.83582,0.63415,0.00155,0.10417
0.054896,0.11828,0.13721,0.11957,0.48214,1.00000,0.48780,0.00185,0.01042
0.060816,0.98925,0.12791,1.00000,0.71429,1.00000,0.63415,0.02187,0.03125
0.499529,0.97849,0.13721,1.00000,0.71429,0.67164,0.73171,0.01374,0.42708
0.030489,0.81720,0.48372,0.82609,0.89286,0.83582,0.90244,0.00131,0.02083
0.025576,0.98925,0.04419,1.00000,0.48214,1.00000,0.48780,0.02410,0.06250
0.010903,0.83871,0.64884,0.94565,0.48214,0.83582,0.60976,0.00036,0.92708
0.016658,0.68817,0.36512,0.69565,0.71429,0.83582,0.73171,0.02904,0.01042
0.040221,0.95699,0.08140,0.98913,0.71429,1.00000,0.73171,0.02148,0.04167
0.953223,0.97849,0.05349,1.00000,0.71429,0.83582,0.19512,0.02282,0.34375
0.017702,1.00000,0.15814,1.00000,0.71429,0.67164,0.73171,0.00514,0.05208
0.075937,0.01075,0.12326,0.01087,0.48214,0.83582,0.36585,0.00471,0.36458
0.016254,0.87097,0.03023,0.95652,0.71429,0.67164,0.73171,0.00036,0.88542
0.049266,0.81720,0.44884,0.82609,0.83929,1.00000,0.43902,0.00179,0.59375
0.021932,0.91398,0.05349,0.96739,0.71429,1.00000,0.63415,0.01948,0.89583
0.052822,0.84946,0.02791,0.85870,0.35714,0.83582,0.29268,0.04282,0.10417
0.064773,0.86022,0.02558,0.94565,0.71429,1.00000,0.73171,0.00323,0.40625
0.004038,0.83871,0.11395,0.94565,0.71429,1.00000,0.63415,0.00036,0.98958
0.036061,0.86022,0.03488,0.94565,0.71429,1.00000,0.73171,0.00504,0.32292
0.064309,0.84946,0.04419,0.94565,0.60714,0.67164,0.56098,0.01231,0.03125
0.026148,0.86022,0.38605,0.95652,0.60714,0.83582,0.68293,0.02832,0.11458
0.009086,0.81720,0.83256,0.82609,0.71429,0.67164,0.51220,0.00084,0.02083
0.064410,0.82796,0.10698,0.82609,0.71429,0.83582,0.51220,0.03429,0.01042
0.046238,0.81720,0.44419,0.82609,0.89286,0.83582,0.90244,0.00370,0.09375
0.024330,0.93548,0.06744,0.97826,0.60714,0.67164,0.43902,0.00036,0.42708
0.059362,0.83871,0.57907,0.94565,0.71429,1.00000,0.63415,0.00896,0.02083
0.042478,0.22581,0.13488,0.22826,0.16071,0.67164,0.48780,0.00275,0.08333
0.020393,0.84946,0.35581,0.94565,0.71429,1.00000,0.73171,0.00705,0.41667
0.043088,0.87097,0.03721,0.95652,0.60714,1.00000,0.68293,0.02062,0.09375
0.197469,0.81720,0.02791,0.82609,0.71429,0.83582,0.51220,0.00179,0.06250
0.085235,0.98925,0.16512,0.96739,0.60714,0.67164,0.43902,0.00507,0.94792
0.038060,0.70968,0.09070,0.71739,0.71429,0.50746,0.73171,0.04951,0.41667
0.037071,0.87097,0.34651,0.95652,0.44643,1.00000,0.51220,0.00284,0.38542
0.058403,0.94624,0.19535,0.97826,0.71429,0.67164,0.63415,0.00490,0.02083
0.052273,0.58065,0.14419,0.57609,0.71429,0.83582,0.63415,0.04871,0.10417
0.063856,0.83871,0.05581,0.84783,0.35714,0.83582,0.29268,0.05432,0.03125
0.031633,0.98925,0.28372,1.00000,0.71429,1.00000,0.63415,0.00047,0.32292
0.101158,0.97849,0.33488,0.98913,0.71429,0.67164,0.73171,0.02617,0.03125
0.016759,0.96774,0.11163,0.98913,0.83929,1.00000,0.80488,0.00068,1.00000
0.043310,0.87097,0.09535,0.95652,0.48214,0.67164,0.36585,0.06727,0.02083
0.056535,0.69892,0.42558,0.69565,0.80357,0.83582,0.85366,0.05724,0.06250
0.029762,0.93548,0.04419,0.97826,0.71429,1.00000,0.73171,0.00351,0.34375
0.042767,0.22581,0.19302,0.23913,0.16071,0.67164,0.48780,0.00218,0.08333
0.067473,0.72043,0.06047,0.71739,0.71429,0.67164,0.73171,0.05333,0.91667
0.065823,0.60215,0.19302,0.59783,0.60714,0.83582,0.43902,0.02075,0.05208
0.075818,0.69892,0.13488,0.69565,0.71429,1.00000,0.73171,0.00227,0.07292
0.022277,0.98925,0.30000,1.00000,0.71429,1.00000,0.73171,0.00036,0.58333
0.034123,0.81720,0.41860,0.82609,0.89286,0.83582,0.90244,0.01183,0.08333
0.069781,0.86022,0.07907,0.94565,0.71429,1.00000,0.73171,0.00217,0.41667
0.039250,0.84946,0.23953,0.94565,0.71429,1.00000,0.63415,0.00052,0.92708
0.036465,0.93548,0.32558,0.97826,0.71429,1.00000,0.73171,0.00495,0.34375
0.024734,0.76344,0.15581,0.77174,0.48214,0.83582,0.60976,0.04039,0.89583
0.001827,0.88172,0.47907,0.95652,0.60714,1.00000,0.56098,0.00202,0.07292
0.059968,0.64516,0.10000,0.64130,0.60714,0.83582,0.43902,0.00079,0.40625
0.005956,0.69892,0.31628,0.69565,0.83929,0.83582,0.80488,0.00251,0.60417
0.042805,0.96774,0.19535,0.98913,0.60714,0.67164,0.09756,0.02084,0.09375
0.054264,0.67742,0.13023,0.67391,0.71429,0.83582,0.73171,0.00090,0.06250
0.017970,0.81720,0.42558,0.82609,0.71429,0.83582,0.63415,0.00562,0.65625
0.027595,0.60215,0.29302,0.59783,0.83929,1.00000,0.80488,0.00148,0.10417
0.006057,0.81720,0.58140,0.82609,0.80357,0.83582,0.85366,0.00131,0.05208
0.038605,0.84946,0.34186,0.94565,0.71429,1.00000,0.73171,0.00370,0.35417
0.064511,0.92473,0.23721,0.97826,0.71429,1.00000,0.73171,0.00036,0.07292
0.024593,0.97849,0.46512,1.00000,0.60714,1.00000,0.68293,0.00045,0.97917
0.055929,0.89247,0.56977,0.96739,0.71429,1.00000,0.63415,0.00992,0.05208
0.037723,0.91398,0.24884,0.96739,0.35714,0.83582,0.29268,0.01887,0.05208
0.114988,0.52688,0.07442,0.53261,0.60714,0.67164,0.68293,0.14876,0.95833
0.016961,0.89247,0.09302,0.90217,0.71429,0.67164,0.73171,0.01431,0.59375
0.022816,0.93548,0.17907,0.97826,0.71429,0.67164,0.73171,0.00386,0.04167
0.182265,0.97849,0.05349,0.98913,0.71429,0.67164,0.63415,0.22982,0.10417
0.493673,0.93548,0.12791,0.97826,0.71429,0.67164,0.73171,0.00084,0.09375
0.001609,0.47312,0.17907,0.47826,0.48214,0.83582,0.36585,0.00064,0.35417
0.030907,0.94624,0.22558,0.97826,0.00000,0.67164,0.12195,0.01031,0.10417
0.031801,0.69892,0.12093,0.69565,0.80357,0.25373,0.75610,0.01326,0.01042
0.034325,0.98925,0.67209,1.00000,0.83929,1.00000,0.80488,0.00084,0.97917
0.013932,0.89247,0.82791,0.96739,0.83929,1.00000,0.80488,0.00036,0.00000
0.008551,0.95699,0.44186,0.98913,0.60714,0.83582,0.09756,0.01163,0.89583
0.009173,0.37634,0.14884,0.38043,0.80357,0.83582,0.85366,0.00138,0.60417
0.319474,0.76344,0.06977,0.77174,0.71429,0.67164,0.73171,0.04361,0.04167
0.020494,0.41935,0.23023,0.41304,0.71429,0.83582,0.51220,0.00227,0.39583
0.043157,0.84946,0.16047,0.84783,0.35714,0.83582,0.29268,0.02858,0.01042
0.278894,0.86022,0.04651,0.86957,0.71429,0.67164,0.73171,0.02534,0.03125
0.011408,0.84946,0.20698,0.84783,0.71429,0.67164,0.73171,0.00131,0.36458
0.022479,0.88172,0.02558,0.88043,0.71429,0.67164,0.63415,0.03286,0.38542
1.000000,0.92473,0.03488,0.92391,0.71429,1.00000,0.63415,0.00657,0.04167
0.035284,0.87097,0.15814,0.95652,0.71429,1.00000,0.63415,0.01613,0.06250
0.024472,0.86022,0.35814,0.94565,0.71429,0.67164,0.19512,0.00284,0.32292
0.008444,0.87097,0.39535,0.95652,0.71429,0.67164,0.19512,0.01570,0.03125
0.056212,0.97849,0.04419,1.00000,0.60714,1.00000,0.68293,0.02120,0.08333
0.022917,0.37634,0.00000,0.36957,0.71429,0.83582,0.63415,0.00030,0.00000
0.016288,0.93548,0.06744,0.94565,0.80357,0.00000,0.85366,0.00363,0.03125
0.064814,0.94624,0.62558,0.97826,0.30357,0.83582,0.29268,0.05676,0.05208
0.022109,0.96774,0.21628,0.98913,0.48214,1.00000,0.60976,0.02880,0.07292
0.008884,0.97849,0.06279,1.00000,0.83929,1.00000,0.70732,0.00084,0.33333
0.122257,0.69892,0.12326,0.69565,0.60714,0.83582,0.43902,0.01183,0.41667
0.208104,0.60215,0.04186,0.60870,0.89286,0.83582,0.90244,0.35899,0.38542
0.164340,0.87097,0.08837,0.86957,0.60714,0.67164,0.56098,0.22759,0.92708
0.109537,0.76344,0.13721,0.76087,0.60714,0.50746,0.68293,0.18975,0.41667
0.014538,0.95699,0.34884,0.98913,0.48214,0.83582,0.60976,0.00036,0.01042
0.092475,0.96774,0.21163,0.98913,0.71429,1.00000,0.73171,0.00466,0.32292
0.054577,0.10753,0.08605,0.09783,0.16071,0.83582,0.19512,0.00955,0.03125
0.018818,0.59140,0.04186,0.58696,0.35714,0.50746,0.41463,0.00252,0.06250
0.147092,0.98925,0.10000,0.95652,0.83929,0.83582,0.70732,0.26777,0.04167
0.023038,0.56989,0.12558,0.57609,0.60714,0.67164,0.43902,0.01570,0.06250
0.012833,0.98925,0.32558,1.00000,0.71429,0.67164,0.63415,0.00047,0.93750
0.014639,0.90323,0.57674,0.96739,0.89286,0.83582,0.90244,0.00084,0.08333
0.003231,0.81720,0.48605,0.82609,0.48214,0.83582,0.36585,0.00179,0.05208
0.106250,0.84946,0.05814,0.94565,0.71429,0.83582,0.19512,0.00067,0.07292
0.008163,0.37634,0.12558,0.38043,0.80357,0.83582,0.85366,0.00145,0.64583
0.034123,0.88172,0.03023,0.95652,0.44643,1.00000,0.51220,0.00466,0.40625
0.019283,0.89247,0.05116,0.96739,0.71429,0.67164,0.19512,0.00848,0.88542
0.054920,0.37634,0.10233,0.38043,0.89286,0.83582,0.90244,0.00336,0.34375
0.001111,0.69892,0.31163,0.69565,0.71429,0.67164,0.73171,0.00108,0.10417
0.039130,0.87097,0.03488,0.95652,0.71429,1.00000,0.73171,0.00380,0.34375
0.037111,0.89247,0.33721,0.96739,0.44643,1.00000,0.51220,0.00390,0.35417
0.058958,0.97849,0.55349,0.98913,0.71429,1.00000,0.63415,0.00944,0.06250
0.039655,0.90323,0.03023,0.96739,0.44643,1.00000,0.51220,0.00332,0.32292
0.034224,0.84946,0.29302,0.84783,0.71429,0.50746,0.73171,0.02354,0.08333
0.014336,0.84946,0.40930,0.84783,0.71429,0.83582,0.73171,0.00155,0.07292
0.036124,0.80645,0.17907,0.80435,0.35714,0.83582,0.29268,0.02537,0.09375
0.057276,0.92473,0.24419,0.97826,0.71429,0.83582,0.19512,0.06488,0.37500
0.056131,1.00000,0.60698,1.00000,0.89286,0.83582,0.90244,0.00227,0.05208
0.016270,0.63441,0.09535,0.63043,0.71429,0.83582,0.63415,0.00108,0.08333
0.035066,0.97849,0.34884,0.98913,0.71429,0.67164,0.63415,0.00206,0.10417
0.073395,0.52688,0.12791,0.52174,0.83929,0.83582,0.80488,0.00394,0.58333
0.018172,0.87097,0.04651,0.88043,0.71429,1.00000,0.63415,0.00338,0.67708
0.048170,0.83871,0.09535,0.84783,0.35714,0.83582,0.29268,0.03905,0.06250
0.037448,0.96774,0.19535,0.98913,0.48214,0.67164,0.00000,0.00591,0.89583
0.000606,0.69892,0.45814,0.69565,0.71429,0.67164,0.73171,0.00155,0.04167
0.046642,0.81720,0.39767,0.82609,0.60714,0.83582,0.43902,0.01756,0.10417
0.028066,0.89247,0.31860,0.96739,0.60714,0.67164,0.56098,0.00084,0.07292
0.024431,1.00000,0.53953,1.00000,0.83929,0.83582,0.80488,0.00036,0.09375
0.050882,0.83871,0.23953,0.94565,0.71429,0.67164,0.63415,0.00084,0.90625
0.107972,0.41935,0.10465,0.42391,0.71429,0.83582,0.51220,0.04815,0.10417
0.090456,0.60215,0.17907,0.59783,0.60714,0.67164,0.43902,0.00211,0.11458
0.006259,0.84946,0.42326,0.84783,0.71429,0.83582,0.63415,0.00131,0.33333
0.009894,0.97849,0.47907,1.00000,0.30357,0.83582,0.56098,0.00131,0.04167
0.018475,0.84946,0.14651,0.84783,0.71429,0.50746,0.73171,0.04194,0.32292
0.009351,0.98925,0.41163,1.00000,0.60714,1.00000,0.56098,0.00451,0.07292
0.021605,0.83871,0.66744,0.94565,0.71429,1.00000,0.73171,0.00084,0.08333
0.017633,0.93548,0.16279,0.97826,0.71429,0.67164,0.73171,0.00466,0.09375
0.019131,0.89247,0.20000,0.95652,0.71429,1.00000,0.73171,0.00060,0.11458
0.035470,0.87097,0.27209,0.86957,0.60714,0.67164,0.43902,0.00434,0.08333
0.014134,0.83871,0.77209,0.94565,0.83929,1.00000,0.80488,0.00036,0.03125
0.060573,0.81720,0.45581,0.82609,0.48214,0.83582,0.36585,0.00418,0.09375
0.035617,0.97849,0.09070,0.98913,0.71429,1.00000,0.73171,0.00275,0.38542
0.075985,1.00000,0.27674,1.00000,0.80357,0.67164,0.85366,0.01279,0.06250
0.025845,0.81720,0.62558,0.82609,0.89286,0.83582,0.90244,0.00084,0.08333
0.038121,0.96774,0.07674,0.98913,0.71429,1.00000,0.73171,0.02158,0.05208
0.099744,0.69892,0.20233,0.69565,0.89286,0.83582,0.95122,0.00323,0.06250
0.004038,0.90323,0.63256,0.96739,0.89286,0.83582,0.95122,0.00657,0.07292
0.094226,0.60215,0.11163,0.60870,0.71429,0.83582,0.51220,0.00848,0.35417
0.173577,0.60215,0.10930,0.59783,0.89286,0.83582,0.90244,0.24157,0.40625
0.001211,0.69892,0.35116,0.69565,0.71429,0.67164,0.73171,0.00203,0.04167
0.043371,0.93548,0.04186,0.97826,0.60714,1.00000,0.68293,0.01795,0.00000
0.034460,0.20430,0.07442,0.19565,0.35714,0.67164,0.29268,0.02502,0.06250
0.056131,0.81720,0.35116,0.82609,0.89286,0.83582,0.90244,0.01709,0.38542
0.056586,0.76344,0.06279,0.77174,0.71429,0.67164,0.73171,0.01745,0.96875
0.014538,0.92473,0.69302,0.97826,0.89286,0.83582,0.90244,0.00131,0.03125
0.033719,0.93548,0.04419,0.97826,0.71429,1.00000,0.73171,0.00380,0.40625
0.036445,0.84946,0.26977,0.84783,0.71429,0.83582,0.73171,0.04720,0.93750
0.027460,0.84946,0.30465,0.94565,0.71429,0.67164,0.73171,0.00131,0.06250
0.013124,0.90323,0.21163,0.96739,0.60714,0.67164,0.68293,0.00036,0.08333
0.008177,0.84946,0.38837,0.94565,0.83929,1.00000,0.80488,0.00036,0.36458
0.055485,0.90323,0.03953,0.96739,0.60714,1.00000,0.68293,0.02120,0.10417
0.383530,0.92473,0.07674,0.97826,0.71429,0.67164,0.73171,0.01852,0.95833
0.101359,0.94624,0.08140,0.97826,0.48214,1.00000,0.60976,0.01995,0.87500
0.058891,0.15054,0.08372,0.14130,0.48214,0.67164,0.60976,0.00487,0.05208
0.031571,0.47312,0.18372,0.46739,0.60714,0.50746,0.68293,0.03550,0.07292
0.042502,0.92473,0.38837,0.97826,0.71429,0.67164,0.63415,0.00633,0.97917
0.089784,0.83871,0.15116,0.94565,0.71429,0.67164,0.73171,0.00498,0.06250
0.334113,1.00000,0.02093,1.00000,0.71429,0.67164,0.73171,0.00048,0.08333
0.048257,0.87097,0.31163,0.95652,0.71429,1.00000,0.73171,0.00294,0.36458
0.099037,0.69892,0.16512,0.69565,0.71429,0.67164,0.73171,0.00992,0.64583
0.048661,0.93548,0.28837,0.97826,0.71429,1.00000,0.73171,0.00399,0.35417
0.106205,0.78495,0.05116,0.78261,0.35714,0.50746,0.53659,0.00323,0.06250
0.060371,0.87097,0.05116,0.88043,0.71429,0.67164,0.19512,0.11268,0.93750
0.042280,1.00000,0.04186,1.00000,0.60714,1.00000,0.68293,0.02034,0.00000
0.071315,0.90323,0.25349,0.96739,0.44643,1.00000,0.51220,0.00399,0.41667
0.053573,0.49462,0.13721,0.50000,0.60714,0.83582,0.43902,0.00563,0.11458
0.015664,0.94624,0.30698,0.98913,0.60714,0.83582,0.68293,0.01539,0.94792
0.020595,0.69892,0.24651,0.69565,0.60714,0.67164,0.68293,0.00084,0.08333
0.017702,0.88172,0.04651,0.95652,0.71429,0.67164,0.19512,0.01852,0.05208
0.004442,0.87097,0.66279,0.95652,0.71429,0.83582,0.19512,0.00084,0.95833
0.008480,0.82796,0.16279,0.82609,0.48214,0.83582,0.36585,0.00705,0.09375
0.025845,1.00000,0.10233,1.00000,0.71429,0.67164,0.63415,0.00839,0.00000
0.036251,0.86022,0.22791,0.94565,0.60714,0.67164,0.68293,0.01598,0.88542
0.014225,0.96774,0.30698,0.98913,0.71429,0.67164,0.63415,0.00053,0.96875
0.970925,0.93548,0.03721,0.94565,0.71429,1.00000,0.63415,0.01151,0.10417
0.056303,0.89247,0.22791,0.96739,0.69643,0.83582,0.78049,0.00067,0.03125
